image_path,x1,y1,x2,y2
lines/217.png,57,51,63,9
lines/218.png,61,47,63,56
lines/219.png,46,25,48,34
lines/220.png,9,20,59,59
lines/221.png,23,45,57,41
lines/222.png,1,45,32,41
lines/223.png,40,6,47,41
lines/224.png,24,45,58,61
lines/225.png,44,29,57,41
lines/226.png,25,14,34,7
lines/227.png,23,25,35,58
lines/228.png,1,12,31,0
lines/229.png,62,40,63,41
lines/230.png,57,7,58,41
lines/231.png,14,42,53,60
lines/232.png,2,56,32,33
lines/233.png,30,3,43,63
lines/234.png,36,59,57,14
lines/235.png,43,15,53,38
lines/236.png,53,40,57,60
lines/237.png,24,50,29,51
lines/238.png,25,2,34,45
lines/239.png,54,26,56,37
lines/240.png,48,30,49,32
lines/241.png,36,18,41,27
lines/242.png,37,7,47,39
lines/243.png,44,40,57,34
lines/244.png,47,60,61,51
lines/245.png,11,19,16,60
lines/246.png,15,48,49,9
lines/247.png,8,8,59,56
lines/248.png,0,33,36,14
lines/249.png,20,11,46,63
lines/250.png,25,61,28,21
lines/251.png,60,11,62,34
lines/252.png,22,13,36,34
lines/253.png,28,25,30,55
lines/254.png,1,25,7,61
lines/255.png,24,45,61,57
lines/256.png,26,60,31,28
lines/257.png,10,11,39,47
lines/258.png,33,20,55,29
lines/259.png,16,41,17,15
lines/260.png,0,23,42,46
lines/261.png,47,55,50,39
lines/262.png,5,8,17,52
lines/263.png,7,16,8,21
lines/264.png,62,45,63,38
lines/265.png,58,54,61,30
lines/266.png,20,39,22,17
lines/267.png,42,58,49,35
lines/268.png,41,30,53,50
lines/269.png,20,5,45,48
lines/270.png,47,51,63,41
lines/271.png,53,15,54,60
lines/272.png,34,9,44,63
lines/273.png,7,37,39,1
lines/274.png,44,21,62,14
lines/275.png,57,53,58,24
lines/276.png,16,26,34,31
lines/277.png,57,39,59,40
lines/278.png,4,52,32,14
lines/279.png,24,37,44,47
lines/280.png,29,27,32,1
lines/281.png,51,39,56,30
lines/282.png,15,26,62,46
lines/283.png,14,42,38,38
lines/284.png,49,2,53,32
lines/285.png,17,6,20,30
lines/286.png,34,19,39,7
lines/287.png,61,21,62,60
lines/288.png,54,9,57,31
lines/289.png,45,46,47,50
lines/290.png,31,35,36,36
lines/291.png,53,42,57,56
lines/292.png,36,48,50,51
lines/293.png,47,12,61,13
lines/294.png,2,55,53,12
lines/295.png,42,60,56,52
lines/296.png,57,16,63,13
lines/297.png,0,14,23,48
lines/298.png,55,2,62,18
lines/299.png,45,31,63,26
lines/300.png,32,17,58,1
lines/301.png,34,22,40,55
lines/302.png,50,62,61,24
lines/303.png,32,40,57,45
lines/304.png,60,1,63,47
lines/305.png,53,4,54,6
lines/306.png,16,21,49,38
lines/307.png,44,32,56,46
lines/308.png,40,30,47,47
lines/309.png,39,4,41,11
lines/310.png,36,34,61,27
lines/311.png,57,54,58,43
lines/312.png,36,14,58,43
lines/313.png,59,29,62,51
lines/314.png,17,37,49,59
lines/315.png,45,4,50,19
lines/316.png,35,52,40,20
lines/317.png,6,35,56,62
lines/318.png,58,45,62,23
lines/319.png,62,27,63,40
lines/320.png,34,18,56,6
lines/321.png,12,56,26,18
lines/322.png,59,41,63,45
lines/323.png,17,1,41,57
lines/324.png,20,30,31,38
lines/325.png,24,10,39,25
lines/326.png,28,31,39,62
lines/327.png,25,11,43,46
lines/328.png,7,41,50,1
lines/329.png,10,40,28,42
lines/330.png,7,9,46,41
lines/331.png,33,62,34,44
lines/332.png,20,51,38,38
lines/333.png,16,18,52,1
lines/334.png,49,45,52,14
lines/335.png,23,12,46,24
lines/336.png,24,24,56,8
lines/337.png,41,50,48,2
lines/338.png,53,53,60,10
lines/339.png,21,9,29,36
lines/340.png,60,25,61,35
lines/341.png,41,59,57,49
lines/342.png,24,4,43,32
lines/343.png,57,37,60,34
lines/344.png,41,62,55,24
lines/345.png,54,2,60,47
lines/346.png,62,43,63,16
lines/347.png,60,19,63,45
lines/348.png,41,30,53,31
lines/349.png,4,14,44,60
lines/350.png,15,22,27,1
lines/351.png,8,49,33,38
lines/352.png,12,35,35,42
lines/353.png,7,17,21,31
lines/354.png,33,48,62,36
lines/355.png,38,6,40,58
lines/356.png,40,19,56,40
lines/357.png,7,33,24,18
lines/358.png,41,51,59,15
lines/359.png,52,13,53,47
lines/360.png,14,57,60,17
lines/361.png,60,53,62,45
lines/362.png,35,13,55,50
lines/363.png,9,38,30,57
lines/364.png,48,46,55,47
lines/365.png,17,35,30,54
lines/366.png,37,54,52,30
lines/367.png,31,13,45,37
lines/368.png,58,7,63,59
lines/369.png,52,28,62,22
lines/370.png,50,5,60,17
lines/371.png,49,59,50,4
lines/372.png,60,52,62,19
lines/373.png,0,32,38,51
lines/374.png,23,31,60,26
lines/375.png,23,13,52,9
lines/376.png,9,58,40,55
lines/377.png,60,50,61,46
lines/378.png,53,61,57,58
lines/379.png,0,1,13,27
lines/380.png,37,5,61,45
lines/381.png,8,33,30,22
lines/382.png,11,50,14,49
lines/383.png,11,59,47,11
lines/384.png,17,43,59,22
lines/385.png,15,18,33,31
lines/386.png,53,18,63,41
lines/387.png,39,49,61,46
lines/388.png,42,17,57,3
lines/389.png,27,32,38,13
lines/390.png,41,32,48,57
lines/391.png,57,37,63,40
lines/392.png,12,9,39,43
lines/393.png,48,45,63,12
lines/394.png,62,57,63,27
lines/395.png,51,17,57,56
lines/396.png,56,36,61,13
lines/397.png,41,1,42,51
lines/398.png,53,58,60,41
lines/399.png,46,28,48,55
lines/400.png,53,37,61,37
lines/401.png,37,24,51,4
lines/402.png,40,13,43,44
lines/403.png,39,32,45,49
lines/404.png,45,33,49,44
lines/405.png,27,44,31,20
lines/406.png,28,19,60,18
lines/407.png,38,31,63,54
lines/408.png,40,42,50,24
lines/409.png,34,2,60,37
lines/410.png,9,15,46,14
lines/411.png,29,16,45,48
lines/412.png,30,25,52,62
lines/413.png,52,18,62,23
lines/414.png,34,57,42,35
lines/415.png,8,23,40,50
lines/416.png,23,46,25,35
lines/417.png,32,4,57,41
lines/418.png,40,0,49,9
lines/419.png,11,11,33,48
lines/420.png,15,29,40,57
lines/421.png,59,47,61,18
lines/422.png,2,51,42,58
lines/423.png,44,20,51,22
lines/424.png,34,20,36,5
lines/425.png,16,51,39,17
lines/426.png,7,59,60,5
lines/427.png,32,20,62,29
lines/428.png,26,49,62,61
lines/429.png,11,48,19,63
lines/430.png,6,28,16,17
lines/431.png,7,2,52,38
lines/432.png,24,24,36,19
lines/433.png,55,30,57,42
lines/434.png,55,51,58,40
lines/435.png,40,58,45,62
lines/436.png,22,51,41,49
lines/437.png,62,4,63,40
lines/438.png,27,15,37,9
lines/439.png,10,15,51,31
lines/440.png,43,38,54,6
lines/441.png,36,6,40,41
lines/442.png,41,6,54,6
lines/443.png,47,51,63,48
lines/444.png,22,45,56,21
lines/445.png,60,0,63,2
lines/446.png,33,56,61,46
lines/447.png,23,38,59,15
lines/448.png,17,13,39,10
lines/449.png,22,41,27,33
lines/450.png,15,21,18,49
lines/451.png,22,31,23,47
lines/452.png,46,2,59,28
lines/453.png,5,0,13,25
lines/454.png,22,15,59,14
lines/455.png,45,12,55,36
lines/456.png,4,1,24,50
lines/457.png,60,31,63,57
lines/458.png,11,26,37,37
lines/459.png,58,51,63,63
lines/460.png,36,33,51,53
lines/461.png,42,2,61,61
lines/462.png,43,43,61,38
lines/463.png,20,47,32,54
lines/464.png,8,3,56,54
lines/465.png,36,49,43,25
lines/466.png,46,39,60,18
lines/467.png,1,26,45,45
lines/468.png,12,26,51,55
lines/469.png,33,34,43,39
lines/470.png,10,3,13,8
lines/471.png,8,10,14,21
lines/472.png,27,16,58,9
lines/473.png,55,37,57,45
lines/474.png,47,30,59,55
lines/475.png,52,17,62,62
lines/476.png,20,20,62,26
lines/477.png,7,51,12,39
lines/478.png,55,20,61,40
lines/479.png,17,53,63,33
lines/480.png,10,19,33,59
lines/481.png,58,13,62,25
lines/482.png,9,48,21,45
lines/483.png,16,30,18,42
lines/484.png,59,2,60,9
lines/485.png,28,10,34,18
lines/486.png,28,19,59,20
lines/487.png,30,5,41,34
lines/488.png,47,22,63,17
lines/489.png,12,47,32,9
lines/490.png,31,0,60,52
lines/491.png,62,46,63,12
lines/492.png,23,8,49,50
lines/493.png,55,52,60,28
lines/494.png,3,18,41,24
lines/495.png,15,56,50,31
lines/496.png,56,54,59,12
lines/497.png,57,31,61,0
lines/498.png,2,8,58,26
lines/499.png,59,28,60,62
lines/500.png,20,54,26,50
lines/501.png,24,47,58,26
lines/502.png,46,12,48,39
lines/503.png,28,48,56,48
lines/504.png,36,24,52,45
lines/505.png,56,37,58,40
lines/506.png,48,30,51,61
lines/507.png,61,18,63,22
lines/508.png,27,52,33,58
lines/509.png,23,32,51,57
lines/510.png,10,5,23,57
lines/511.png,35,42,56,5
lines/512.png,12,44,14,53
lines/513.png,23,8,45,59
lines/514.png,12,39,42,50
lines/515.png,18,47,19,60
lines/516.png,1,32,59,34
lines/517.png,13,5,20,37
lines/518.png,12,10,36,47
lines/519.png,27,54,38,36
lines/520.png,50,23,53,23
lines/521.png,24,43,37,49
lines/522.png,26,61,35,45
lines/523.png,41,11,58,62
lines/524.png,30,51,34,20
lines/525.png,62,27,63,39
lines/526.png,51,3,56,26
lines/527.png,43,36,57,63
lines/528.png,25,34,48,19
lines/529.png,19,42,36,35
lines/530.png,32,43,35,16
lines/531.png,56,33,58,11
lines/532.png,59,8,61,59
lines/533.png,18,16,60,4
lines/534.png,48,53,50,1
lines/535.png,28,12,34,61
lines/536.png,14,47,20,4
lines/537.png,48,21,55,5
lines/538.png,3,37,23,37
lines/539.png,47,35,62,18
lines/540.png,43,15,58,2
lines/541.png,1,58,4,31
lines/542.png,60,13,62,2
lines/543.png,55,14,59,38
lines/544.png,1,51,38,13
lines/545.png,35,6,46,42
lines/546.png,60,61,62,15
lines/547.png,45,42,59,31
lines/548.png,18,58,49,39
lines/549.png,44,29,52,35
lines/550.png,24,16,45,18
lines/551.png,4,18,57,36
lines/552.png,0,24,47,0
lines/553.png,1,31,18,22
lines/554.png,35,19,43,1
lines/555.png,24,36,44,36
lines/556.png,29,48,54,13
lines/557.png,25,26,47,35
lines/558.png,36,20,61,25
lines/559.png,24,44,48,44
lines/560.png,57,13,61,52
lines/561.png,58,6,61,63
lines/562.png,31,14,37,4
lines/563.png,11,35,37,22
lines/564.png,39,23,45,7
lines/565.png,42,12,62,34
lines/566.png,50,16,59,10
lines/567.png,8,61,15,36
lines/568.png,28,60,54,33
lines/569.png,62,20,63,49
lines/570.png,17,55,25,18
lines/571.png,30,3,44,58
lines/572.png,56,57,57,52
lines/573.png,39,40,45,15
lines/574.png,15,4,42,21
lines/575.png,40,40,43,17
lines/576.png,61,6,62,61
lines/577.png,38,58,61,31
lines/578.png,59,35,62,12
lines/579.png,9,23,58,5
lines/580.png,56,38,60,56
lines/581.png,30,47,41,33
lines/582.png,1,10,39,45
lines/583.png,42,61,53,40
lines/584.png,52,48,61,25
lines/585.png,44,19,50,54
lines/586.png,53,0,55,6
lines/587.png,50,19,56,8
lines/588.png,25,31,32,0
lines/589.png,52,38,54,57
lines/590.png,53,1,58,5
lines/591.png,5,55,25,8
lines/592.png,21,41,60,12
lines/593.png,61,39,63,56
lines/594.png,54,37,57,55
lines/595.png,27,12,49,23
lines/596.png,5,1,63,7
lines/597.png,25,57,46,63
lines/598.png,59,56,63,16
lines/599.png,42,47,45,46
lines/600.png,57,20,59,18
lines/601.png,7,15,57,51
lines/602.png,43,16,58,13
lines/603.png,44,0,49,34
lines/604.png,16,20,27,56
lines/605.png,29,38,51,61
lines/606.png,53,61,63,42
lines/607.png,22,13,33,17
lines/608.png,36,49,37,11
lines/609.png,59,59,63,31
lines/610.png,49,16,57,39
lines/611.png,21,62,59,39
lines/612.png,25,31,53,0
lines/613.png,29,35,39,13
lines/614.png,28,24,39,27
lines/615.png,46,11,59,16
lines/616.png,36,26,47,52
lines/617.png,42,11,53,61
lines/618.png,33,1,45,28
lines/619.png,59,59,63,48
lines/620.png,62,7,63,46
lines/621.png,18,0,35,34
lines/622.png,35,35,53,17
lines/623.png,10,51,21,18
lines/624.png,59,52,63,34
lines/625.png,0,29,42,51
lines/626.png,0,39,24,22
lines/627.png,45,47,49,26
lines/628.png,27,48,50,23
lines/629.png,50,3,53,27
lines/630.png,18,26,26,10
lines/631.png,31,27,46,29
lines/632.png,23,38,55,19
lines/633.png,7,21,19,53
lines/634.png,20,42,34,44
lines/635.png,13,21,42,58
lines/636.png,26,24,28,5
lines/637.png,54,6,55,39
lines/638.png,38,12,51,7
lines/639.png,23,22,55,18
lines/640.png,58,23,59,53
lines/641.png,38,24,61,16
lines/642.png,19,62,39,29
lines/643.png,9,50,59,15
lines/644.png,8,27,60,46
lines/645.png,61,12,63,33
lines/646.png,5,50,31,26
lines/647.png,26,26,45,45
lines/648.png,7,59,47,55
lines/649.png,50,49,54,63
lines/650.png,52,59,56,59
lines/651.png,30,36,35,14
lines/652.png,36,25,47,38
lines/653.png,52,27,53,50
lines/654.png,17,28,62,61
lines/655.png,36,46,63,62
lines/656.png,18,57,34,21
lines/657.png,61,1,62,14
lines/658.png,42,19,45,54
lines/659.png,10,49,25,9
lines/660.png,42,49,43,7
lines/661.png,48,42,51,22
lines/662.png,33,15,34,15
lines/663.png,62,12,63,34
lines/664.png,50,41,58,16
lines/665.png,2,21,47,61
lines/666.png,23,60,38,11
lines/667.png,56,14,58,39
lines/668.png,1,22,49,6
lines/669.png,40,24,55,29
lines/670.png,54,36,57,15
lines/671.png,47,60,63,5
lines/672.png,40,18,59,36
lines/673.png,47,52,59,31
lines/674.png,52,1,57,13
lines/675.png,56,32,61,35
lines/676.png,60,55,63,6
lines/677.png,21,51,54,20
lines/678.png,20,41,21,54
lines/679.png,31,53,40,25
lines/680.png,10,20,38,57
lines/681.png,29,59,38,23
lines/682.png,35,38,38,8
lines/683.png,51,18,62,2
lines/684.png,36,45,56,4
lines/685.png,11,21,23,44
lines/686.png,53,49,55,42
lines/687.png,41,11,56,51
lines/688.png,22,25,59,53
lines/689.png,46,10,52,45
lines/690.png,7,59,47,27
lines/691.png,43,25,50,60
lines/692.png,19,15,47,19
lines/693.png,12,19,47,6
lines/694.png,16,26,53,44
lines/695.png,4,48,12,58
lines/696.png,27,25,59,23
lines/697.png,54,61,60,48
lines/698.png,52,19,60,50
lines/699.png,61,34,62,48
lines/700.png,13,57,38,48
lines/701.png,10,27,27,23
lines/702.png,0,56,39,55
lines/703.png,62,23,63,22
lines/704.png,17,46,40,28
lines/705.png,18,1,26,45
lines/706.png,25,0,49,2
lines/707.png,60,27,63,25
lines/708.png,8,8,26,26
lines/709.png,50,23,55,8
lines/710.png,13,32,15,24
lines/711.png,0,62,3,2
lines/712.png,2,33,51,43
lines/713.png,13,19,31,57
lines/714.png,58,10,62,28
lines/715.png,37,31,53,56
lines/716.png,55,48,62,42
lines/717.png,48,46,55,39
lines/718.png,36,22,46,49
lines/719.png,23,50,50,51
lines/720.png,9,43,32,47
lines/721.png,30,41,34,54
lines/722.png,26,57,47,19
lines/723.png,32,56,35,3
lines/724.png,1,40,10,11
lines/725.png,7,0,38,57
lines/726.png,46,11,62,58
lines/727.png,15,55,63,16
lines/728.png,45,56,57,25
lines/729.png,35,58,55,29
lines/730.png,5,27,61,36
lines/731.png,13,38,46,31
lines/732.png,43,17,52,11
lines/733.png,38,35,60,3
lines/734.png,30,51,41,9
lines/735.png,4,48,17,9
lines/736.png,8,58,13,5
lines/737.png,29,7,37,60
lines/738.png,59,35,62,34
lines/739.png,33,10,61,58
lines/740.png,12,40,23,9
lines/741.png,35,30,47,61
lines/742.png,52,24,56,22
lines/743.png,54,36,60,45
lines/744.png,16,32,39,63
lines/745.png,21,46,32,39
lines/746.png,25,22,50,21
lines/747.png,16,13,37,58
lines/748.png,49,59,51,0
lines/749.png,46,26,59,23
lines/750.png,12,36,57,58
lines/751.png,52,51,56,3
lines/752.png,0,31,63,28
lines/753.png,25,10,37,37
lines/754.png,11,32,33,51
lines/755.png,21,33,57,63
lines/756.png,60,50,61,34
lines/757.png,2,10,26,15
lines/758.png,53,57,61,37
lines/759.png,8,17,32,28
lines/760.png,39,50,40,51
lines/761.png,59,47,63,47
lines/762.png,24,8,38,3
lines/763.png,27,19,33,16
lines/764.png,1,28,60,62
lines/765.png,52,30,60,56
lines/766.png,9,31,54,50
lines/767.png,39,10,49,31
lines/768.png,52,36,63,28
lines/769.png,5,18,11,15
lines/770.png,9,23,35,63
lines/771.png,56,2,59,42
lines/772.png,56,28,61,19
lines/773.png,24,43,25,33
lines/774.png,17,34,25,35
lines/775.png,49,11,57,63
lines/776.png,26,44,52,9
lines/777.png,4,6,11,45
lines/778.png,16,21,53,13
lines/779.png,61,32,62,45
lines/780.png,53,35,61,20
lines/781.png,52,24,61,46
lines/782.png,10,33,62,31
lines/783.png,26,24,59,50
lines/784.png,59,20,62,55
lines/785.png,48,16,58,8
lines/786.png,45,49,59,9
lines/787.png,35,15,63,59
lines/788.png,33,24,48,11
lines/789.png,45,2,46,45
lines/790.png,16,60,31,55
lines/791.png,61,9,62,6
lines/792.png,49,22,56,23
lines/793.png,59,30,61,32
lines/794.png,59,57,62,41
lines/795.png,12,17,56,23
lines/796.png,41,7,53,23
lines/797.png,7,49,17,42
lines/798.png,4,62,30,7
lines/799.png,19,54,53,62
lines/800.png,48,42,51,51
lines/801.png,58,56,62,3
lines/802.png,18,23,20,49
lines/803.png,45,51,62,31
lines/804.png,28,30,30,57
lines/805.png,10,52,48,35
lines/806.png,60,38,63,62
lines/807.png,3,3,41,5
lines/808.png,39,41,60,33
lines/809.png,38,7,40,25
lines/810.png,55,2,61,10
lines/811.png,33,9,40,19
lines/812.png,38,5,63,11
lines/813.png,41,42,53,54
lines/814.png,58,50,62,1
lines/815.png,39,54,55,18
lines/816.png,24,24,25,26
lines/817.png,23,20,32,51
lines/818.png,30,27,32,43
lines/819.png,34,32,37,18
lines/820.png,15,43,17,43
lines/821.png,37,12,38,34
lines/822.png,30,2,62,6
lines/823.png,44,32,48,33
lines/824.png,25,8,40,55
lines/825.png,48,37,58,40
lines/826.png,53,48,61,3
lines/827.png,18,34,60,60
lines/828.png,12,46,46,42
lines/829.png,32,9,45,57
lines/830.png,58,36,61,9
lines/831.png,43,6,62,29
lines/832.png,45,38,47,55
lines/833.png,4,48,54,56
lines/834.png,26,25,38,63
lines/835.png,15,18,56,24
lines/836.png,29,55,39,61
lines/837.png,42,50,57,61
lines/838.png,42,52,52,14
lines/839.png,14,4,48,26
lines/840.png,27,5,50,27
lines/841.png,4,12,56,55
lines/842.png,54,6,59,46
lines/843.png,56,54,57,9
lines/844.png,34,55,40,52
lines/845.png,53,37,60,56
lines/846.png,0,19,58,49
lines/847.png,56,18,60,7
lines/848.png,22,21,54,63
lines/849.png,27,6,37,36
lines/850.png,18,49,43,36
lines/851.png,11,29,45,59
lines/852.png,11,5,33,57
lines/853.png,15,60,51,5
lines/854.png,51,49,55,10
lines/855.png,9,54,11,63
lines/856.png,49,62,63,38
lines/857.png,45,22,63,60
lines/858.png,4,25,34,28
lines/859.png,1,39,9,23
lines/860.png,32,50,41,40
lines/861.png,20,19,56,26
lines/862.png,59,30,62,13
lines/863.png,5,5,42,40
lines/864.png,5,43,46,26
lines/865.png,37,37,43,15
lines/866.png,11,40,23,19
lines/867.png,62,10,63,38
lines/868.png,51,22,59,32
lines/869.png,43,8,62,19
lines/870.png,9,9,39,25
lines/871.png,9,54,32,50
lines/872.png,26,22,61,54
lines/873.png,46,20,61,47
lines/874.png,61,53,62,28
lines/875.png,8,32,57,16
lines/876.png,5,9,7,58
lines/877.png,41,41,43,55
lines/878.png,29,56,38,47
lines/879.png,20,40,30,40
lines/880.png,6,35,41,38
lines/881.png,36,16,48,38
lines/882.png,10,40,35,36
lines/883.png,21,37,30,52
lines/884.png,30,7,61,51
lines/885.png,19,20,56,25
lines/886.png,60,1,63,3
lines/887.png,6,25,51,7
lines/888.png,43,5,53,56
lines/889.png,0,31,24,45
lines/890.png,45,52,50,0
lines/891.png,58,38,60,55
lines/892.png,44,61,58,60
lines/893.png,14,7,19,36
lines/894.png,54,44,57,33
lines/895.png,23,47,56,59
lines/896.png,30,2,50,23
lines/897.png,59,2,63,34
lines/898.png,30,34,37,47
lines/899.png,20,62,21,50
lines/900.png,50,11,53,32
lines/901.png,18,61,55,33
lines/902.png,29,49,52,24
lines/903.png,52,34,56,32
lines/904.png,2,1,39,12
lines/905.png,51,62,63,55
lines/906.png,39,36,61,43
lines/907.png,26,17,51,45
lines/908.png,51,19,62,29
lines/909.png,51,46,57,26
lines/910.png,47,2,57,2
lines/911.png,41,17,50,44
lines/912.png,47,4,53,53
lines/913.png,30,21,36,51
lines/914.png,30,43,43,63
lines/915.png,49,33,57,45
lines/916.png,47,60,51,25
lines/917.png,3,0,55,53
lines/918.png,41,25,51,33
lines/919.png,15,27,28,35
lines/920.png,40,48,42,7
lines/921.png,34,21,50,50
lines/922.png,48,33,63,56
lines/923.png,12,8,17,27
lines/924.png,0,12,8,61
lines/925.png,20,2,50,49
lines/926.png,26,47,45,9
lines/927.png,4,10,24,6
lines/928.png,42,37,61,39
lines/929.png,23,42,37,32
lines/930.png,40,62,48,25
lines/931.png,33,26,50,31
